Record	Species	Country	Locality	Latitude Y	Longitude X	Reliability	host	year	authority
19647	Otobius megnini	RSA	not specified	-33.814635	19.455305	M1	not individually recorded	before 1957	311
19648	Otobius megnini	RSA	not specified	-33.554231	24.580779	M1	not individually recorded	before 1957	311
19649	Otobius megnini	RSA	not specified	-32.591822	18.885549	M1	not individually recorded	before 1957	311
19650	Otobius megnini	RSA	not specified	-33.977667	19.573891	M1	not individually recorded	before 1957	311
19651	Otobius megnini	RSA	not specified	-32.032908	18.868125	M1	not individually recorded	before 1957	311
19652	Otobius megnini	RSA	not specified	-29.087852	19.049161	M1	not individually recorded	before 1957	311
19653	Otobius megnini	RSA	not specified	-31.35156	19.232168	M1	not individually recorded	before 1957	311
19654	Otobius megnini	RSA	not specified	-33.472807	18.759136	M1	not individually recorded	before 1957	311
19655	Otobius megnini	RSA	not specified	-25.025262	31.207512	M1	not individually recorded	before 1957	311
19656	Otobius megnini	RSA	not specified	-33.701925	23.138318	M1	not individually recorded	before 1957	311
19657	Otobius megnini	RSA	not specified	-33.282366	22.109466	M1	not individually recorded	before 1957	311
19658	Otobius megnini	RSA	not specified	-31.805342	28.26476	M1	not individually recorded	before 1957	311
19659	Otobius megnini	RSA	not specified	-32.887671	24.713911	M1	not individually recorded	before 1957	311
19660	Otobius megnini	RSA	not specified	-34.024512	19.829199	M1	not individually recorded	before 1957	311
19661	Otobius megnini	RSA	not specified	-33.575699	22.274497	M1	not individually recorded	before 1957	311
19662	Otobius megnini	RSA	not specified	-28.570419	20.389032	M1	not individually recorded	before 1957	311
19663	Otobius megnini	RSA	not specified	-31.330298	19.053122	M1	not individually recorded	before 1957	311
19664	Otobius megnini	RSA	not specified	-33.589392	22.575579	M1	not individually recorded	before 1957	311
19665	Otobius megnini	RSA	not specified	-28.802221	19.895204	M1	not individually recorded	before 1957	311
19666	Otobius megnini	RSA	not specified	-33.531788	20.080977	M1	not individually recorded	before 1957	311
19667	Otobius megnini	RSA	not specified	-33.066246	25.320723	M1	not individually recorded	before 1957	311
19668	Otobius megnini	RSA	not specified	-33.389509	19.768323	M1	not individually recorded	before 1957	311
19669	Otobius megnini	RSA	not specified	-31.935448	28.189476	M1	not individually recorded	before 1957	311
19670	Otobius megnini	RSA	not specified	-31.493135	19.109541	M1	not individually recorded	before 1957	311
19671	Otobius megnini	RSA	not specified	-30.665565	18.600768	M1	not individually recorded	before 1957	311
19672	Otobius megnini	RSA	not specified	-29.207138	20.957172	M1	not individually recorded	before 1957	311
19673	Otobius megnini	RSA	not specified	-29.322456	21.035436	M1	not individually recorded	before 1957	311
19674	Otobius megnini	RSA	not specified	-32.985298	23.461498	M1	not individually recorded	before 1957	311
19675	Otobius megnini	RSA	not specified	-33.189746	20.070181	M1	not individually recorded	before 1957	311
19676	Otobius megnini	RSA	not specified	-32.704267	21.639413	M1	not individually recorded	before 1957	311
19677	Otobius megnini	RSA	not specified	-32.077163	28.079974	M1	not individually recorded	before 1957	311
19678	Otobius megnini	RSA	not specified	-33.81951	20.392227	M1	not individually recorded	before 1957	311
19679	Otobius megnini	RSA	not specified	-32.206844	27.194481	M1	not individually recorded	before 1957	311
19680	Otobius megnini	RSA	not specified	-30.194597	18.034307	M1	not individually recorded	before 1957	311
19681	Otobius megnini	RSA	not specified	-33.242465	19.42922	M1	not individually recorded	before 1957	311
19682	Otobius megnini	RSA	not specified	-33.344254	23.593795	M1	not individually recorded	before 1957	311
19683	Otobius megnini	RSA	not specified	-32.474787	18.781766	M1	not individually recorded	before 1957	311
19684	Otobius megnini	RSA	not specified	-28.907166	21.972631	M1	not individually recorded	before 1957	311
19685	Otobius megnini	RSA	not specified	-26.890021	20.608619	M1	not individually recorded	before 1957	311
19686	Otobius megnini	RSA	not specified	-29.246743	20.543732	M1	not individually recorded	before 1957	311
19687	Otobius megnini	RSA	not specified	-28.515494	21.723493	M1	not individually recorded	before 1957	311
19688	Otobius megnini	RSA	not specified	-33.247176	22.632926	M1	not individually recorded	before 1957	311
19689	Otobius megnini	RSA	not specified	-26.926795	20.082967	M1	not individually recorded	before 1957	311
19690	Otobius megnini	RSA	not specified	-32.418748	20.293445	M1	not individually recorded	before 1957	311
19691	Otobius megnini	RSA	not specified	-27.05318	21.004006	M1	not individually recorded	before 1957	311
19692	Otobius megnini	RSA	not specified	-33.416313	23.087492	M1	not individually recorded	before 1957	311
19693	Otobius megnini	RSA	not specified	-33.424515	22.475144	M1	not individually recorded	before 1957	311
19694	Otobius megnini	RSA	not specified	-32.757027	19.358321	M1	not individually recorded	before 1957	311
19695	Otobius megnini	RSA	not specified	-33.061335	19.389653	M1	not individually recorded	before 1957	311
19696	Otobius megnini	RSA	not specified	-33.295079	23.206177	M1	not individually recorded	before 1957	311
19697	Otobius megnini	RSA	not specified	-32.425783	23.017715	M1	not individually recorded	before 1957	311
19698	Otobius megnini	RSA	not specified	-29.686493	22.972288	M1	not individually recorded	before 1957	311
19699	Otobius megnini	RSA	not specified	-29.966443	20.711298	M1	not individually recorded	before 1957	311
19700	Otobius megnini	RSA	not specified	-28.222833	21.176886	M1	not individually recorded	before 1957	311
19701	Otobius megnini	RSA	not specified	-29.37523	18.495396	M1	not individually recorded	before 1957	311
19702	Otobius megnini	RSA	not specified	-33.851984	19.888202	M1	not individually recorded	before 1957	311
19703	Otobius megnini	RSA	not specified	-28.483787	20.933049	M1	not individually recorded	before 1957	311
19704	Otobius megnini	RSA	not specified	-29.539539	22.943709	M1	not individually recorded	before 1957	311
19705	Otobius megnini	RSA	not specified	-30.414354	18.221963	M1	not individually recorded	before 1957	311
19706	Otobius megnini	RSA	not specified	-30.476162	20.86898	M1	not individually recorded	before 1957	311
19707	Otobius megnini	RSA	not specified	-29.385035	23.329744	M1	not individually recorded	before 1957	311
19708	Otobius megnini	RSA	not specified	-32.320399	22.969413	M1	not individually recorded	before 1957	311
19709	Otobius megnini	RSA	not specified	-30.538575	22.144803	M1	not individually recorded	before 1957	311
19710	Otobius megnini	RSA	not specified	-29.424322	22.210075	M1	not individually recorded	before 1957	311
19711	Otobius megnini	RSA	not specified	-28.130293	21.549654	M1	not individually recorded	before 1957	311
19712	Otobius megnini	RSA	not specified	-28.888106	24.010635	M1	not individually recorded	before 1957	311
19713	Otobius megnini	RSA	not specified	-30.105906	21.853648	M1	not individually recorded	before 1957	311
19714	Otobius megnini	RSA	not specified	-32.425313	21.683066	M1	not individually recorded	before 1957	311
19715	Otobius megnini	RSA	not specified	-29.004108	21.919487	M1	not individually recorded	before 1957	311
19716	Otobius megnini	RSA	not specified	-29.48017	23.897104	M1	not individually recorded	before 1957	311
19717	Otobius megnini	RSA	not specified	-32.342019	24.040334	M1	not individually recorded	before 1957	311
19718	Otobius megnini	RSA	not specified	-31.103462	28.482435	M1	not individually recorded	before 1957	311
19719	Otobius megnini	RSA	not specified	-29.287485	21.919161	M1	not individually recorded	before 1957	311
19720	Otobius megnini	RSA	not specified	-29.209017	21.611191	M1	not individually recorded	before 1957	311
19721	Otobius megnini	RSA	not specified	-29.546218	22.049869	M1	not individually recorded	before 1957	311
19722	Otobius megnini	RSA	not specified	-32.066784	26.822347	M1	not individually recorded	before 1957	311
19723	Otobius megnini	RSA	not specified	-28.516465	24.611659	M1	not individually recorded	before 1957	311
19724	Otobius megnini	RSA	not specified	-28.681782	24.574146	M1	not individually recorded	before 1957	311
19725	Otobius megnini	RSA	not specified	-29.44841	21.895902	M1	not individually recorded	before 1957	311
19726	Otobius megnini	RSA	not specified	-31.093065	20.695602	M1	not individually recorded	before 1957	311
19727	Otobius megnini	RSA	not specified	-28.50573	24.73663	M1	not individually recorded	before 1957	311
19728	Otobius megnini	RSA	not specified	-30.445636	23.147945	M1	not individually recorded	before 1957	311
19729	Otobius megnini	RSA	not specified	-30.503529	21.96162	M1	not individually recorded	before 1957	311
19730	Otobius megnini	RSA	not specified	-28.800409	24.194914	M1	not individually recorded	before 1957	311
19731	Otobius megnini	RSA	not specified	-29.536474	24.064895	M1	not individually recorded	before 1957	311
19732	Otobius megnini	RSA	not specified	-27.286146	23.163649	M1	not individually recorded	before 1957	311
19733	Otobius megnini	RSA	not specified	-30.578517	23.448827	M1	not individually recorded	before 1957	311
19734	Otobius megnini	RSA	not specified	-30.380449	23.644251	M1	not individually recorded	before 1957	311
19735	Otobius megnini	RSA	not specified	-29.030939	21.768318	M1	not individually recorded	before 1957	311
19736	Otobius megnini	RSA	not specified	-29.951796	23.523096	M1	not individually recorded	before 1957	311
19737	Otobius megnini	RSA	not specified	-28.305027	21.881023	M1	not individually recorded	before 1957	311
19738	Otobius megnini	RSA	not specified	-30.095892	24.723139	M1	not individually recorded	before 1957	311
19739	Otobius megnini	RSA	not specified	-29.533047	23.738582	M1	not individually recorded	before 1957	311
19740	Otobius megnini	RSA	not specified	-29.838264	24.514275	M1	not individually recorded	before 1957	311
19741	Otobius megnini	RSA	not specified	-29.827573	23.476938	M1	not individually recorded	before 1957	311
19742	Otobius megnini	RSA	not specified	-30.52639	23.018548	M1	not individually recorded	before 1957	311
19743	Otobius megnini	RSA	not specified	-30.48927	23.511131	M1	not individually recorded	before 1957	311
19744	Otobius megnini	RSA	not specified	-31.44817	25.297236	M1	not individually recorded	before 1957	311
19745	Otobius megnini	RSA	not specified	-32.269577	20.469145	M1	not individually recorded	before 1957	311
19746	Otobius megnini	RSA	not specified	-30.541671	23.185168	M1	not individually recorded	before 1957	311
19747	Otobius megnini	RSA	not specified	-30.723646	22.173907	M1	not individually recorded	before 1957	311
19748	Otobius megnini	RSA	not specified	-31.684134	27.68989	M1	not individually recorded	before 1957	311
19749	Otobius megnini	RSA	not specified	-29.902793	24.619869	M1	not individually recorded	before 1957	311
19750	Otobius megnini	RSA	not specified	-28.643813	24.771373	M1	not individually recorded	before 1957	311
19751	Otobius megnini	RSA	not specified	-28.274863	24.989493	M1	not individually recorded	before 1957	311
19752	Otobius megnini	RSA	not specified	-28.980583	24.545089	M1	not individually recorded	before 1957	311
19753	Otobius megnini	RSA	not specified	-30.768387	22.712095	M1	not individually recorded	before 1957	311
19754	Otobius megnini	RSA	not specified	-30.414026	25.112293	M1	not individually recorded	before 1957	311
19755	Otobius megnini	RSA	not specified	-29.594411	23.576213	M1	not individually recorded	before 1957	311
19756	Otobius megnini	RSA	not specified	-27.530249	23.141024	M1	not individually recorded	before 1957	311
19757	Otobius megnini	RSA	not specified	-32.073954	20.46232	M1	not individually recorded	before 1957	311
19758	Otobius megnini	RSA	not specified	-29.930486	24.32546	M1	not individually recorded	before 1957	311
19759	Otobius megnini	RSA	not specified	-31.562222	25.776508	M1	not individually recorded	before 1957	311
19760	Otobius megnini	RSA	not specified	-28.907866	25.685092	M1	not individually recorded	before 1957	311
19761	Otobius megnini	RSA	not specified	-32.016435	26.554384	M1	not individually recorded	before 1957	311
19762	Otobius megnini	RSA	not specified	-30.24378	24.636822	M1	not individually recorded	before 1957	311
19763	Otobius megnini	RSA	not specified	-31.741396	23.482637	M1	not individually recorded	before 1957	311
19764	Otobius megnini	RSA	not specified	-29.875614	23.596516	M1	not individually recorded	before 1957	311
19765	Otobius megnini	RSA	not specified	-27.833873	24.936451	M1	not individually recorded	before 1957	311
19766	Otobius megnini	RSA	not specified	-33.478374	19.526251	M1	not individually recorded	before 1957	311
19767	Otobius megnini	RSA	not specified	-26.824892	23.837474	M1	not individually recorded	before 1957	311
19768	Otobius megnini	RSA	not specified	-29.099286	25.412425	M1	not individually recorded	before 1957	311
19769	Otobius megnini	RSA	not specified	-28.91865	24.751422	M1	not individually recorded	before 1957	311
19770	Otobius megnini	RSA	not specified	-31.932971	27.5175	M1	not individually recorded	before 1957	311
19771	Otobius megnini	RSA	not specified	-31.873731	21.651966	M1	not individually recorded	before 1957	311
19772	Otobius megnini	RSA	not specified	-30.803097	21.90221	M1	not individually recorded	before 1957	311
19773	Otobius megnini	RSA	not specified	-30.890533	22.018903	M1	not individually recorded	before 1957	311
19774	Otobius megnini	RSA	not specified	-27.230865	24.866836	M1	not individually recorded	before 1957	311
19775	Otobius megnini	RSA	not specified	-27.629949	25.729846	M1	not individually recorded	before 1957	311
19776	Otobius megnini	RSA	not specified	-27.471474	23.36321	M1	not individually recorded	before 1957	311
19777	Otobius megnini	RSA	not specified	-30.820444	28.573713	M1	not individually recorded	before 1957	311
19778	Otobius megnini	RSA	not specified	-30.934044	23.09129	M1	not individually recorded	before 1957	311
19779	Otobius megnini	RSA	not specified	-29.294639	24.988516	M1	not individually recorded	before 1957	311
19780	Otobius megnini	RSA	not specified	-26.73493	24.425461	M1	not individually recorded	before 1957	311
19781	Otobius megnini	RSA	not specified	-30.71575	25.663482	M1	not individually recorded	before 1957	311
19782	Otobius megnini	RSA	not specified	-30.643885	23.11034	M1	not individually recorded	before 1957	311
19783	Otobius megnini	RSA	not specified	-30.766451	25.746489	M1	not individually recorded	before 1957	311
19784	Otobius megnini	RSA	not specified	-32.408878	21.502836	M1	not individually recorded	before 1957	311
19785	Otobius megnini	RSA	not specified	-26.477359	24.946612	M1	not individually recorded	before 1957	311
19786	Otobius megnini	RSA	not specified	-30.364278	23.903997	M1	not individually recorded	before 1957	311
19787	Otobius megnini	RSA	not specified	-32.320746	27.100417	M1	not individually recorded	before 1957	311
19788	Otobius megnini	RSA	not specified	-30.380053	24.590035	M1	not individually recorded	before 1957	311
19789	Otobius megnini	RSA	not specified	-27.122731	24.478682	M1	not individually recorded	before 1957	311
19790	Otobius megnini	RSA	not specified	-30.624256	25.914949	M1	not individually recorded	before 1957	311
19791	Otobius megnini	RSA	not specified	-32.087318	20.130447	M1	not individually recorded	before 1957	311
19792	Otobius megnini	RSA	not specified	-29.833709	23.760326	M1	not individually recorded	before 1957	311
19793	Otobius megnini	RSA	not specified	-25.682654	26.455754	M1	not individually recorded	before 1957	311
19794	Otobius megnini	RSA	not specified	-30.436711	24.028905	M1	not individually recorded	before 1957	311
19795	Otobius megnini	RSA	not specified	-27.41337	23.243976	M1	not individually recorded	before 1957	311
19796	Otobius megnini	RSA	not specified	-28.532226	22.549771	M1	not individually recorded	before 1957	311
19797	Otobius megnini	RSA	not specified	-31.134224	21.567472	M1	not individually recorded	before 1957	311
19798	Otobius megnini	RSA	not specified	-31.649434	25.934066	M1	not individually recorded	before 1957	311
19799	Otobius megnini	RSA	not specified	-29.948549	23.770618	M1	not individually recorded	before 1957	311
19800	Otobius megnini	RSA	not specified	-28.854853	26.241295	M1	not individually recorded	before 1957	311
19801	Otobius megnini	RSA	not specified	-28.525271	25.815255	M1	not individually recorded	before 1957	311
19802	Otobius megnini	RSA	not specified	-27.300467	26.226561	M1	not individually recorded	before 1957	311
19803	Otobius megnini	RSA	not specified	-29.363067	25.030855	M1	not individually recorded	before 1957	311
19804	Otobius megnini	RSA	not specified	-30.281505	24.427332	M1	not individually recorded	before 1957	311
19805	Otobius megnini	RSA	not specified	-25.759569	28.255376	M1	not individually recorded	before 1957	311
19806	Otobius megnini	RSA	not specified	-32.206596	20.273171	M1	not individually recorded	before 1957	311
19807	Otobius megnini	RSA	not specified	-30.346871	24.83423	M1	not individually recorded	before 1957	311
19808	Otobius megnini	RSA	not specified	-29.611733	25.295158	M1	not individually recorded	before 1957	311
19809	Otobius megnini	RSA	not specified	-31.291155	23.841136	M1	not individually recorded	before 1957	311
19810	Otobius megnini	RSA	not specified	-30.405443	24.139373	M1	not individually recorded	before 1957	311
19811	Otobius megnini	RSA	not specified	-26.696327	24.941735	M1	not individually recorded	before 1957	311
19812	Otobius megnini	RSA	not specified	-30.57722	25.780359	M1	not individually recorded	before 1957	311
19813	Otobius megnini	RSA	not specified	-25.917936	29.273691	M1	not individually recorded	before 1957	311
19814	Otobius megnini	RSA	not specified	-30.828286	25.878797	M1	not individually recorded	before 1957	311
19815	Otobius megnini	RSA	not specified	-30.758336	26.812577	M1	not individually recorded	before 1957	311
19816	Otobius megnini	RSA	not specified	-26.167264	25.559148	M1	not individually recorded	before 1957	311
19817	Otobius megnini	RSA	not specified	-27.54743	27.005952	M1	not individually recorded	before 1957	311
19818	Otobius megnini	RSA	not specified	-30.68031	26.917114	M1	not individually recorded	before 1957	311
19819	Otobius megnini	RSA	not specified	-29.873532	25.059303	M1	not individually recorded	before 1957	311
19820	Otobius megnini	RSA	not specified	-29.019342	26.14541	M1	not individually recorded	before 1957	311
19821	Otobius megnini	RSA	not specified	-31.108381	23.089627	M1	not individually recorded	before 1957	311
19822	Otobius megnini	RSA	not specified	-31.707757	23.858542	M1	not individually recorded	before 1957	311
19823	Otobius megnini	RSA	not specified	-29.771703	25.428206	M1	not individually recorded	before 1957	311
19824	Otobius megnini	RSA	not specified	-32.6356	26.069327	M1	not individually recorded	before 1957	311
19825	Otobius megnini	RSA	not specified	-27.212795	23.86562	M1	not individually recorded	before 1957	311
19826	Otobius megnini	RSA	not specified	-26.527039	25.451083	M1	not individually recorded	before 1957	311
19827	Otobius megnini	RSA	not specified	-30.488637	26.355557	M1	not individually recorded	before 1957	311
19828	Otobius megnini	RSA	not specified	-29.674239	25.165421	M1	not individually recorded	before 1957	311
